Phase,Site id,Municipality,Site name,Collection,Main number,Subnumber,p,i,z,Category,Type (Finnish),Preroman IA,Early Roman IA,Late Roman IA,Migration period,Merovingian period,Viking period,Crusade period,1100-1300,1400-1500,Settlement site,Cremation cemetery,Inhumation cemetery,Stray find,Cairn,Hoard,Other context,Certainty,Integrity,Length (mm),Width (mm),Thickness (mm),Fragment length (mm),Fragment width (mm),Fragment thickness (mm),Other notes (Finnish),PhotoID,X,Y,Type,Subtype,Subtype (Finnish),m1,m2,m3,n1,n2,n3,n4,p1,p2,r1,r2,Main temper (Finnish),Other tempers (Finnish),Count (1-10),Count (10-100),Count (>100),Subtype 2,Decoration,Wave motif,Grid motif,Cord impression,Decoration elements (Finnish),Wall thickness 1 (mm),Wall thickness 2 (mm),Rim thickness 1 (mm),Rim thickness 2 (mm),Crust,Subtype 2 (Finnish),Stone art (Finnish)
IA,620010004,Puolanka,Arola,KM,21291,,7160360.0,3535700.0,167,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,118.0,45.0,23.0,,,,,KM 21291,"27,7404082","64,53969601",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,777010209,Suomussalmi,Puras,KM,21333,,7203171.0,3620296.0,227,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,52.0,48.0,8.0,,,,,KM 21333,"29,53774529","64,903938",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 718,Lapua,Lapua,KM,21422,3.0,6991065.0,3296572.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,95.0,49.0,28.0,,,,,KM 21422_3,"22,98485988","62,96581204",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 721,Kristiinankaupunki,Dagsmark,KM,21425,3.0,6914718.0,3221362.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,True,70.0,51.0,28.0,,,,,KM 21425_3,"21,63342516","62,2340828",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 729,Vöyri,Vöyri,KM,21433,,7012155.0,3261488.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,71.0,50.0,24.0,,,,,KM 21433,"22,26499088","63,13306872",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 730,Närpiö,Ylimarkku,KM,21434,,6958093.0,3215110.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,75.0,54.0,30.0,,,,,KM 21434,"21,44212644","62,61676084",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 8395,Suomi,,KM,21436,1.0,,,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,91.0,49.0,28.0,,,,,KM 21436_1,#NUM!,#NUM!,Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 8395,Suomi,,KM,21436,2.0,,,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,82.0,45.0,27.0,,,,,KM 21436_2,#NUM!,#NUM!,Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 8395,Suomi,,KM,21436,4.0,,,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,88.0,58.0,29.0,,,,,KM 21436_4,#NUM!,#NUM!,Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,
IA,uusi 8395,Suomi,,KM,21436,9.0,,,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,87.0,49.0,28.0,,,,,KM 21436_9,#NUM!,#NUM!,Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,hiekkakivi
IA,uusi 8395,Suomi,,KM,21436,19.0,,,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,89.0,37.0,25.0,,,,,KM 21436_19,#NUM!,#NUM!,Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 8395,Suomi,,KM,21436,64.0,,,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,73.0,44.0,26.0,,,,,KM 21436_64,#NUM!,#NUM!,Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,hiekkakivi
IA,uusi 746,Maalahti,Kopparby,KM,21496,,6992939.0,3223227.0,,Stone artefacts,,,,,,,,,,,,,,,,,,,False,88.0,61.0,37.0,,,,,KM 21496,"21,54210926","62,93417016",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,1000006834,Tammela,Aronen,KM,21522,,6743704.0,3310496.0,102,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,88.0,51.0,30.0,,,,,KM 21522,"23,51980882","60,75813077",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,hiekkakivi
IA,uusi 782,Urjala,Taka-Hollo,KM,21617,,6782998.0,3301359.0,,Stone artefacts,,,,,,,,,,,,,,,,,,,False,81.0,60.0,36.0,,,,,KM 21617,"23,31203228","61,10560009",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,hiekkakivi
IA,1000023573,Hausjärvi,Marinaho,KM,21760,,6743516.0,3397831.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,,,,61.0,33.0,11.0,,KM 21760,"25,12091233","60,78843041",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 839,Haapajärvi,Eskola,KM,21915,,7072091.0,3414810.0,95,Stone artefacts,,,,,,,,,,,,,,,,,,,True,86.0,45.0,28.0,,,,,KM 21915,"25,27142812","63,73939793",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 842,Muonio,Rantapudas,KM,21930,2.0,7544764.0,3360595.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,45.0,42.0,8.0,,,,,KM 21930_2,"23,66766576","67,95502878",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,
IA,uusi 139,Pielavesi,Kana-aho,KM,22794,,7023280.0,3494550.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,35.0,35.0,15.0,,,,,KM 22794,"26,88787491","63,31183285",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,vuolukivi
IA,uusi 154,Tohmajärvi,Nousiala,KM,22871,,6917494.0,3658326.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,31.0,31.0,11.0,,,,,KM 22871,"30,05213117","62,32929816",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,vuolukivi
IA,uusi 175,Salo,Strömma Sandåkern,KM,23042,,6681649.0,3272356.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,True,105.0,57.0,37.0,,,,,KM 23042,"22,89289323","60,18269547",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,
IA,1000005567,Laitila,Ali-Pentti,KM,23089,,6765569.0,3205487.0,20,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,100.0,45.0,31.0,,,,,KM 23089,"21,56825324","60,88983937",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 194,Tuusniemi,Karankaniemi,KM,23172,,6978489.0,3579910.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,86.0,52.0,33.0,,,,,KM 23172,"28,5684271","62,90131825",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 195,Nakkila,Kuismala,KM,23173,,6818107.0,3234756.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,87.0,49.0,35.0,,,,,KM 23173,"22,03186732","61,38023154",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,
IA,uusi 247,Vaasa,Peräluhta,KM,23444,,7012499.0,3250791.0,12,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,93.0,38.0,18.0,,,,,KM 23444,"22,05318434","63,12891914",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,1000006840,Tammela,Peltola 2,KM,23588,,6743108.0,3318931.0,100,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,89.0,44.0,26.0,,,,,KM 23588,"23,67481688","60,75671219",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,
IA,uusi 283,Aura,Kivimäki,KM,23711,,6780828.0,3236419.0,50,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,56.0,56.0,13.0,,,,,KM 23711,"22,11490949","61,04804895",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,
IA,uusi 309,Viitasaari,Tuntematon,KM,23830,,6998261.0,3442326.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,103.0,52.0,27.0,,,,,KM 23830,"25,85517673","63,08279602",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,564010022,Oulu,Välikangas,KM,23911,5.0,7208240.0,3430760.0,15,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,,,,,,,,KM 23911_5,"25,53054071","64,9637771",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,
IA,182040040,Jämsä,Kukkarosaari,KM,24293,,6855737.0,3420240.0,79,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,True,90.0,43.0,25.0,,,,,KM 24293,"25,48437768","61,80027644",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,
IA,uusi 460,Oulainen,Tukala,KM,24833,,7124492.0,3407156.0,88,Stone artefacts,,,,,,,,,,,,,,,,,,2.0,False,37.0,37.0,9.0,,,,,KM 24833,"25,0846632","64,20725932",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiillegneissi
IA,607040013,Polvijärvi,Nisäjärvi,KM,25212,,6985750.0,3619136.0,98,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,88.0,45.0,25.0,,,,,KM 25212,"29,34453928","62,95572768",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,1000002330,Mikkeli,Vanha-Kyyhkylä,KM,25712,12.0,6836440.0,3515540.0,"82,5",Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,49.0,49.0,21.0,,,,,KM 25712_12,"27,2898653","61,63517578",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,
IA,a117,Veteli,Huhmarniemi,KM,25779,,7034950.0,3340225.0,85,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,,,,39.0,20.0,13.0,,KM 25779,"23,80084118","63,38073944",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,hiekkakivi
IA,a127,Lieto,Rauhamaa,KM,25830,,6722025.0,3248000.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,True,96.0,41.0,26.0,,,,,KM 25830,"22,40468827","60,52961823",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,a140,Säkylä,Härksaari,KM,25889,,6776448.0,3251494.0,50,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,89.0,45.0,24.0,,,,,KM 25889,"22,3987212","61,01866437",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,109010023,Hämeenlinna,Varikonniemi,KM,26058,2215.0,6768743.0,3363266.0,80,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,,,,43.0,26.0,13.0,,KM 26058_2215,"24,46900989","61,0042329",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 8400,Haapavesi,Haapavesi?,KM,26219,169.0,7116187.0,3420535.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,47.0,44.0,11.0,,,,,KM 26219_169,"25,364405","64,13614472",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 521,Siikajoki,Kankaanpää,KM,28020,,7171573.0,3409171.0,47,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,92.0,39.0,26.0,,,,,KM 28020,"25,09709128","64,62987974",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 528,Kangasala,Haaviston kansakoulu,KM,28078,2.0,6811596.0,3347040.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,39.0,37.0,10.0,,,,,KM 28078_2,"24,13475103","61,38236492",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 528,Kangasala,Haaviston kansakoulu,KM,28078,3.0,6811596.0,3347040.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,53.0,50.0,9.0,,,,,KM 28078_3,"24,13475103","61,38236492",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 531,Kangasala,Katila,KM,28090,5.0,6818473.0,3342307.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,,,,52.0,27.0,8.0,,KM 28090_5,"24,0404952","61,44210257",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 592,Inkoo,Mäntypolku,KM,28362,,6663585.0,3333242.0,10,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,True,82.0,55.0,30.0,,,,,KM 28362,"24,00324706","60,05022855",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,1000005575,Laitila,Isoniittu,KM,28735,2.0,6768109.0,3207026.0,"12,5",Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,78.0,51.0,37.0,,,,,KM 28735_2,"21,5926198","60,9136724",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,hiekkakivi
IA,b57,Raasepori,Bredslätt,KM,28901,,6660540.0,3313196.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,75.0,46.0,30.0,,,,,KM 28901,"23,64682329","60,01430586",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,b105,Pälkäne,Kotiseutumuseo,KM,29239,2.0,6806213.0,3354074.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,45.0,45.0,9.0,,,,,KM 29239_2,"24,27039422","61,33682044",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,
IA,b163,Juva,Vihotunlampi,KM,29666,,6864400.0,3540600.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,42.0,40.0,8.0,,,,,KM 29666,"27,76867927","61,8842303",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 607,Kemiönsaari,Helgeboda,KM,30444,,6684592.0,3253153.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,True,87.0,53.0,50.0,,,,,KM 30444,"22,54429405","60,19787087",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,
IA,uusi 879,Pälkäne,Epaala,KM,30553,2.0,6808898.0,3353503.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,,,,47.0,41.0,34.0,,KM 30553_2,"24,25763418","61,36067304",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,
IA,uusi 897,Hollola,Hatsina,KM,30772,,6771746.0,3409860.0,,Stone artefacts,,,,,,,,,,,,,,,,,,2.0,False,56.0,56.0,,,,,,KM 30772,"25,32844995","61,04457974",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,16010021,Asikkala,Iisakkila,KM,31435,65.0,6799100.0,3429340.0,80,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,64.0,64.0,10.0,,,,,KM 31435_65,"25,67864846","61,2939735",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,
IA,604010008,Pirkkala,Kotopelto/Riihentausta,KM,31454,3.0,6821980.0,3317846.0,80,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,,,,,,,koristeltu samankeskisillä urilla,KM 31454_3,"23,57937255","61,46279357",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,604010008,Pirkkala,Kotopelto/Riihentausta,KM,31454,3.0,6821980.0,3317846.0,80,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,,,,,,,,KM 31454_3,"23,57937255","61,46279357",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,604010008,Pirkkala,Kotopelto/Riihentausta,KM,31454,3.0,6821980.0,3317846.0,80,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,,,,,,,yksi koristeura,KM 31454_3,"23,57937255","61,46279357",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 995,Salo,Suomela,KM,31553,,6705181.0,3282930.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,81.0,52.0,34.0,,,,,KM 31553,"23,05766207","60,39916616",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,
IA,1000016612,Ylöjärvi,Pappilanniemi,KM,32092,3.0,6832301.0,3319501.0,120,Stone artefacts,,,,,,,,,,,,,,,,,,3.0,False,,,,54.0,29.0,9.0,puolikas,KM 32092_3,"23,60026779","61,55602274",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,536010013,Nokia,Mattila,KM,32213,25.0,6822157.0,3311605.0,90,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,52.0,52.0,7.0,,,,,KM 32213_25,"23,4623629","61,46139301",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,
IA,uusi 1138,Raasepori,Grannas,KM,32868,,6663337.0,3297039.0,30,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,55.0,40.0,30.0,,,,,KM 32868,"23,35495885","60,03169619",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsi
IA,uusi 1139,Raasepori,Skjedö,KM,32869,,6644176.0,3297742.0,10,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,67.0,43.0,25.0,,,,,KM 32869,"23,38629754","59,86040313",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,97040001,Hirvensalmi,Kuusela,KM,33138,,6835420.0,3488420.0,127,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,49.0,49.0,10.0,,,,,KM 33138,"26,77846091","61,62614943",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 1192,Salo,Falkinpelto,KM,33309,,6677308.0,3273235.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,83.0,35.0,24.0,,,,,KM 33309,"22,91352907","60,14432169",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 1194,Orimattila,Tokkola,KM,33314,,6745320.0,3433320.0,75,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,86.0,42.0,19.0,,,,,KM 33314,"25,77169874","60,81215462",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,493010002,Sastamala,Tiainen,KM,33749,4.0,6827140.0,3293510.0,59,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,,,,51.0,51.0,6.0,,KM 33749_4,"23,11820581","61,49678323",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,uusi 1251,Virolahti,Hyypiänhiekka,KM,34001,,6710380.0,3537400.0,0,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,44.0,44.0,19.0,,,,tai jotain kiveä,KM 34001,"27,67751655","60,50247628",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,keramiikka
IA,uusi 1257,Sauvo,Raitniemi,KM,34026,,6695400.0,3260880.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,79.0,43.0,28.0,,,,,KM 34026,"22,67043038","60,29920297",Fire-striking stone,Fire-striking stone,Soikea tuluskivi,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,kvartsiitti
IA,uusi 1263,Laitila,Sonkki,KM,34045,,6761093.0,3218638.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,50.0,46.0,9.0,,,,,KM 34045,"21,81597314","60,85938005",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,hiekkakivi
IA,uusi 1283,Tuusula,Pirjola,KM,34365,1.0,6700348.0,3394289.0,45,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,49.0,49.0,13.0,,,,,KM 34365_1,"25,0790663","60,40029916",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,hiekkakivi
IA,uusi 1283,Tuusula,Pirjola,KM,34365,2.0,6700348.0,3394289.0,45,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,49.0,49.0,13.0,,,,,KM 34365_2,"25,0790663","60,40029916",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,hiekkakivi
IA,uusi 1283,Tuusula,Pirjola,KM,34365,3.0,6700348.0,3394289.0,45,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,49.0,49.0,13.0,,,,,KM 34365_3,"25,0790663","60,40029916",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,hiekkakivi
IA,1000001432,Hartola,Ekonpelto 1,KM,35039,43.0,6829830.0,3448390.0,"97,5",Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,57.0,57.0,16.0,,,,,KM 35039_43,"26,02539298","61,57268988",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,1000003341,Kitee,Hiidenniemi,KM,36423,4491.0,6863023.0,3642452.0,75,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,40.0,40.0,10.0,,,,,KM 36423_4491,"29,70244004","61,84747042",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,harmaa liuske
IA,uusi 1900,Haapavesi,Pyhäjokivarsi,KM,38153,6.0,7119189.0,3412582.0,,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,60.0,60.0,13.0,,,,,KM         38153_6,"25,19941327","64,16113614",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,kiilleliuske
IA,50010047,Eura,Kauttuan vanhan kylän paikka,KM,38201,20.0,6788201.0,3238791.0,30,Stone artefacts,,,,,,,,,,,,,,,,,,1.0,False,47.0,47.0,12.0,,,,,KM         38201_20,"22,14855352","61,11555822",Stone spindle whorl,Spindle whorl,Värttinänpyörä,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,hiekkakivi
