Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Count (1-10);Count (10-100);Count (>100);Main temper (Finnish);Other tempers (Finnish);Preroman IA;Early Roman IA;Late Roman IA;Migration period;Merovingian period;Viking period;Crusade period;1100-1300;1400-1500;Settlement site;Cremation cemetery;Inhumation cemetery;Cairn;Stray find;Hoard;Other context;Decoration;Wave motif;Grid motif;Cord impression;Decoration elements (Finnish);Wall thickness 1 (mm);Wall thickness 2 (mm);Rim thickness 1 (mm);Rim thickness 2 (mm);Other notes (Finnish);Crust;;Photo ID
IA;503010005;Mynämäki;Franttilannummi - Junttilannummi;KM;19233;91;6739718;3226641;15;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Nuorapainanne;4;;;;Hieman profiloitu. Reuna suuosassa kaksi nuorapainanneuraa, toisessa aika leveä jälki. Näistä noin 1 cm alaspäin lisää nuorapainannetta.;FALSE;;KM 19233_91
IA;503010005;Mynämäki;Franttilannummi - Junttilannummi;KM;19233;92;6739718;3226641;15;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;Nuorapainanne ja siksak-viiva;5;;;;Astian seinämä kupera, tai taitos melkein. Tulkitsen niin, että kuvio taitoksen alapuolella. Petro ja luetteloija tulkinneet toisinpäin. Olisiko voinut olla vasenkätinen tekijä???;FALSE;;KM 19233_92
IA;853010004;Turku;Ristimäki I-II;KM;6746;96;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;TRUE;FALSE;FALSE;kivimurska;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;7;6;5;6;Reunapaloja kahdesta astiasta. Toinen harmaa ja karkeasekoitteinen. Toinenpunaruskea ja ohut, vähällä sekoitteella ja profiloinnilla suun alla.;TRUE;;KM 6746_96
IA;102010010;Huittinen;Hiukkavainio;KM;3149;100;6794790;3269370;52;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;Kaksi reunapalaa,;FALSE;;KM 3149_100
IA;853010004;Turku;Ristimäki I-II;KM;6746;103;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;FALSE;TRUE;FALSE;kivimurska;samotti;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Kaksi nuorapainannetta reunan alla ja ainakin kaksi niistä 1,7 cm alaspäin.;4;;4;;Paloja erilaisista astioista. Ainakin kahdessa palassa nuorapainannetta.;TRUE;;KM 6746_103
IA;220010002;Raasepori;Domargård I;KM;21634;108;6663430;3312339;25;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;hiekka;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;;Karkea, tummunut pohjapala, jonka ulkopintaa kiertävät sormipainanteet;FALSE;;KM 21634_108
IA;853010004;Turku;Ristimäki I-II;KM;6746;109;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;FALSE;FALSE;TRUE;kivimurska;samotti;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Kaksi nuorapainannetta reunan alla. Horisontaaleja viivoja.;10;6;8;5;Paloja erilaisista astioista. Nuorapainannetta ja horisontaaleja viivavyöhykkeitä.;TRUE;;KM 6746_109
IA;853010004;Turku;Ristimäki I-II;KM;6746;117;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;FALSE;FALSE;TRUE;kivimurska;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Kaksi nuorapainannetta reunan alla. Sen alla 1,7 cm päässä kolme nuorapainannetta.;4;;3;;Paloja erilaisista astioista. Nuorapainenteisia paloja ainakin 5 kpl, saattavat olla samasta astiasta.;TRUE;;KM 6746_117
IA;781010021;Sysmä;Ihananiemi;KM;19657;121;6821900;3429410;80;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;Kivimuru;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Läpi asti ulottuva reikä;8;;;;Heikosti profiloitu reuna, jälkeenpäin tehty säännöllisen pyöreä reikä astian seinämän läpi. Ehkä ripustusta varten?;FALSE;;KM 19657_121
IA;853010004;Turku;Ristimäki I-II;KM;6746;123;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;FALSE;TRUE;FALSE;kivimurska;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;7;6;4;3;Paloja erilaisista astioista.;TRUE;;KM 6746_123
IA;73010033;Salo;Isoriihenmäki;KM;17910;124;6706469;3277701;42;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;4;5;;;Neljä palaa, joista yksi koristelematon reunapala. Yksi paloista profiloidusta astiasta, jossa ilmeisesti kaulaosassa kaksi nuorapainannetta. Kahdessa muussa palassa aaltoviivaa ja nuorapainannetta molempia. Kolme aaltoviivariviä ja sen päällä heti yksi n;FALSE;;KM 17910_124
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;127;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;Hiekka;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;Hauta LII;FALSE;;KM 14196_127
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;129;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;Hiekka;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;Hauta LIII;FALSE;;KM 14196_129
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;130;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;Hiekka;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;Hauta LIII, mustapintainen;FALSE;;KM 14196_130
IA;1000000171;Laitila;Kylämäki;KM;16165;132;6764470;3210650;15;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Nuorapainanne;6;;;;Musta pinta;FALSE;;KM 16165_132
IA;73010033;Salo;Isoriihenmäki;KM;17910;134;6706469;3277701;42;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;FALSE;TRUE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Suoria viivoja vyöhykkeenä;6;;;;Reunapala;FALSE;;KM 17910_134
IA;853010004;Turku;Ristimäki I-II;KM;6746;146;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;FALSE;FALSE;TRUE;kivimurska;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Kaksi aaltoviivaa 23 mm reunan alla.;5;6;4;5;Paloja erilaisista astioista. Nuorapainannetta ja horisontaaleja viivavyöhykkeitä.;TRUE;;KM 6746_146
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;152;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastia, jonka sekoitteena runsaasti luunpaloja. Ehjä. Sisäpinnalla aaistuksen mustaa pohjalla. Hauta LIV;FALSE;;KM 14196_152
IA;853010004;Turku;Ristimäki I-II;KM;6746;157;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;FALSE;TRUE;FALSE;kivimurska;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;12;8;11;5;Paloja erilaisista astioista.;TRUE;;KM 6746_157
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;157;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;Kokonaiseksi kootty. Pienehkö siläpintainen, vähän tummunut sisäpinta, koristelmaton;FALSE;;KM 14196_157
IA;853010004;Turku;Ristimäki I-II;KM;6746;164;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;kivimurska;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;8;;;;Yksi maljamaisen astian pohjapala, jossa pohjan keskellä 2,3 cm leveä pyöreä painauma.;TRUE;;KM 6746_164
IA;853010004;Turku;Ristimäki I-II;KM;6746;165;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;FALSE;TRUE;FALSE;kivimurska;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;10;4;8;4;Paloja karkeasta käyttökeramiikasta ja hienommasta ruskeapinteisesta keramiikasta, paksuseinäisistä ohutseinäisiin. Pyöreitä ja tasaisia reunoja. Osa hieman sisäänpäin kallellaan, osa ulospäin.;TRUE;;KM 6746_165
IA;853010004;Turku;Ristimäki I-II;KM;6746;166;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;FALSE;FALSE;TRUE;kivimurska;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Yksi nuorapainanne reunan alla ja 30 mm tämän alla toinen.;4;;4;;Paloja erilaisista astioista. Koristeina nuorapainannetta ohuessa hienosekoitteisessa astiassa. Osa paloista ollut tulessa ja palanut punaiseksi.;TRUE;;KM 6746_166
IA;853010004;Turku;Ristimäki I-II;KM;6746;167;6715057;3243429;20;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;FALSE;FALSE;TRUE;kivimurska;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Yhdessä palassa nuorapainanne;4;;;;Paloja erilaisista astioista. Koristeina nuorapainannetta ohuessa hienosekoitteisessa astiassa. Osa paloista ollut tulessa ja palanut punaiseksi.;TRUE;;KM 6746_167
IA;82010036;Hattula;Myllymäki;KM;19704;168;6788235;3356340;82,5;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;11;;;;Karkeaa yleiskeramiikkaa, karstaa sisäpinnalla isossa palassa;TRUE;;KM 19704_168
IA;734010025;Salo;Ketohaka;KM;6658;169;6705524;3287453;;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;TRUE;FALSE;FALSE;kivimurska;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;Ulkopuoli vaaleanruskea. Massa tummanharmaata.;FALSE;;KM 6658_169
IA;83010004;Hämeenlinna;Kalomäki 2;KM;18917;169;6792971;3359632;94;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;Karkea kvartsirouhe;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Kaksi syvää, pyöreää kuoppaa, joiden halkaisija 3 mm;9;;;;Epätasainen ja karkeatekoinen pala, jossa näkyy kaksi lähes astian läpi painettua tasaseinäistä kuoppaa. Toinen kuoppa 15 mm reunan alapuolela, toinen 18 mm.;FALSE;;KM 18917_169
IA;220010032;Raasepori;Östergård;KM;21238;176;6664993;3313872;15;Pottery;Iron Age pottery;Pottery sherd;Morby;Saviastian pala;3;TRUE;FALSE;FALSE;Kvartsimuru;;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Kuopparivi;7;;;;Naarmupintainen, pisaranmuotoisia kuoppia. Morby?;FALSE;;KM 21238_176
IA;1000000171;Laitila;Kylämäki;KM;16165;178;6764470;3210650;15;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pieniä pyöreitä kuoppia / painanteita;;;;;;FALSE;;KM 16165_178
IA;220010045;Raasepori;Storåkerskullen;KM;20060;178;6666004;3314759;15;Pottery;Iron Age pottery;Pottery sherd;Morby;Saviastian pala;2;TRUE;FALSE;FALSE;;;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Kuoppa ehkä;8;9;;;Reuna jyrkästi käännetty tai profiloitu, reunus paksu, pinta uurrettua, yksi kuoppa näkyy;FALSE;;KM 20060_178
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;183;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;Hauta LVI (samasta haudasta paloja myös nroilla 184-192);FALSE;;KM 14196_183
IA;635010007;Pälkäne;Hylli;KM;14545;186;6808585;3354091;90;Pottery;Iron Age pottery;Pottery sherd;Luukonsaari;Saviastian pala;;TRUE;FALSE;FALSE;;asbesti;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Painateita ja reikä;;;;;Läheltä reunaa, koska koristelua ja reuna taipuu hieman. Ajoitus kv-ajalle asti?;FALSE;;KM 14545_186
IA;73010033;Salo;Isoriihenmäki;KM;17705;192;6706469;3277701;42;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Sekä nuorapainannetta että aaltoviivaa;8;;;;"Luettelon mukaan ""pilkkuviivakoristelua""";FALSE;;KM 17705_192
IA;980010024;Ylöjärvi;Mikkola;KM;19162;206;6831452;3319394;125;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;FALSE;TRUE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;Ruskeaa koristelematonta yleiskeramiikkaa kaikki;FALSE;;KM 19162_206
IA;82010036;Hattula;Myllymäki;KM;19704;218;6788235;3356340;82,5;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;4;5;;;Koristelematon, kiiltävä pinta, Profiloitu, harjanne seinässä;TRUE;;KM 19704_218
IA;1000000171;Laitila;Kylämäki;KM;16312;219;6764470;3210650;15;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;hiekka;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Nuorapainanteita: suorat viivat, joiden välissä vinoviiva myös nuorapainanteena;5;;;;;FALSE;;KM 16312_219
IA;400010150;Laitila;Vainionmäki;KM;23274;231;6760640;3211195;18;Pottery;Iron Age pottery;Pottery sherd;Decorated;saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Nuorapainanne 6 riviä;5;7;;;karstaa sisäpinnalla;TRUE;;KM 23274_231
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;233;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;Hiekka;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;karkeatekoista, tasapohjainen, hauta LIX;FALSE;;KM 14196_233
IA;220010002;Raasepori;Domargård I;KM;21634;246;6663430;3312339;25;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;hiekka;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;Nuorapainanne;5;;;;Nuorapainanne lähellä reunaa;FALSE;;KM 21634_246
IA;220010002;Raasepori;Domargård I;KM;21634;250;6663430;3312339;25;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;TRUE;FALSE;FALSE;hiekka;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;;Karkeaa kertsua karstalla;TRUE;;KM 21634_250
IA;73010033;Salo;Isoriihenmäki;KM;17910;252;6706469;3277701;42;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;5;;;;Ohutta/kapeaa nuorapainannetta, astian seinä pyöreä;FALSE;;KM 17910_252
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;265;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;1;FALSE;TRUE;FALSE;Hiekka;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;13 palaa, hauta LXI. Paloja myös numeroilla 263-268, 270-280;FALSE;;KM 14196_265
IA;73010033;Salo;Isoriihenmäki;KM;18837;266;6706469;3277701;42;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Nuorapainanne reunan lähellä, vähintään kaksi riviä;6;;;;Heikosti profiloitu;FALSE;;KM 18837_266
IA;895010035;Uusikaupunki;Patraistenmäki (Palppa V);KM;17795;271;6759587;3207154;10;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;hiekka;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;aaltoviiva;4;5;;;Tummapintainen, hieman kiiltävä, pyöreäseinäinen astia. Kolme aaltoviivaa, joiden päällä mahdollisesti suora viiva;FALSE;;KM 17795_271
IA;1000000171;Laitila;Kylämäki;KM;16165;273;6764470;3210650;15;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Kaksi suoraa viivaa, joiden alla ristikko tai sahalaitakuvio;;;;;Musta pinta, kiillotettu, pyöreäseinäinen astia;FALSE;;KM 16165_273
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;281;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Nuorapainanne;;;;;;FALSE;;KM 14196_281
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;284;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;FALSE;TRUE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Aaltoviiva;;;;;19 palaa, neljä aaltoviivaa;FALSE;;KM 14196_284
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;290;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;FALSE;TRUE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Aaltoviiva;;;;;;FALSE;;KM 14196_290
IA;1000000171;Laitila;Kylämäki;KM;16165;294;6764470;3210650;15;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;Kivimurska;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"Nuorapainanne; kaksi viivaa aivan reunalla astian suuosassa, ainakin kolme viivaa eri vyöhykkeenä alempana.";4;5;;;Ohutseinäinen astia, mutta karkeahko sekoite. Loivasti profiloitu astia;FALSE;;KM 16165_294
IA;979010006;Pöytyä;Anivehmaanmäki;KM;14196;296;6759038;3251588;55;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Aaltoviiva;;;;;8 palaa;FALSE;;KM 14196_296
IA;1000000171;Laitila;Kylämäki;KM;16165;322;6764470;3210650;15;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;1;TRUE;FALSE;FALSE;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Ohut nuorapainanne, reunan suuosassa yksi, alempana kahden viivan vyöhyke. Toisessa palassa epäsäännöllisesti ja välissä lyhyet nuorapainannepätkät;5;;;;;FALSE;;KM 16165_322
